"title","author","state","date","ver.purchase","helpful","format","stars","comments"
"Sound quality was lacking","Van Wittenator","United States ","May 20, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"Sound quality wasn’t as good as our last Echo 4th Gen. There wasn’t as much base to the sound and we bought mainly for listening to music. Voice recognition was good. Cord length was shorter than previous model we were upgrading as well."
"Much better than the previous gen","Bryan W.","United States ","June 4, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"We replaced a guest bedroom dot with this new unit and the sound quality is just amazing. My sister came to visit and noticed that the NEW DOT was picking up her voice from across the room, and even picked up her voice when the music was playing at 10.Great job with engineering such an affordable and quality product!"
"Quality downgrade","David Strom","United States ","November 29, 2020",1,NA,"CharcoalConfiguration: Echo Dot",4,"As others have noted, Amazon appears to have cheesed out on this version. It works. The round shape looks nice. But the power cord is white while the echo is black. That is more annoying than you might think. Frankly, I prefer version 3."
"Gotta love Alexa!","Evelyn Rosado","United States ","March 31, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"As always, great product, easy to set up. This was replacing an older model that suddenly stopped working. Only issue is sometimes it doesn’t respond and I have to repeat myself. That’s the only thing that kept me from giving it 5 stars."
"Alexa- tell customer what a great buy!","Jim Donovan","United States ","February 20, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Man, I was a little hesitant at first to get this device, but after hooking my mother's up, it worked absolutely great. It was good for senior citizen who did not have to get up and turn off light. It does have a learning curve, which Alexa has to learn skills, but watch out after that, she will be having conversations with ya. Very impressed with all the stuff she can do and much more. I highly recommend get this device and hooking up."
"Love My Echo Dot","Cindy Moore","United States ","January 31, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I love my Echo Dot! The sound quality is amazing. It’s fun to have such a wide variety of music to select from. And if a song pops up that I don’t know I can ask and Alexa tells me the song and who is singing it. Mine plays all day long."
"Sound like an old AM transistor radio","George","United States ","January 21, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",2,"We were so unhappy with the sound quality of the first one we bought that we asked for an exchange, and Amazon was happy to oblige. The second unit, however, was no better. This is surprising because the third generation echo we have has really good sound quality."
"Love this model","P. Ford","United States ","January 5, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"This was given to us as a gift and we love how compact it is and yet the sound quality is excellent.This is our third Alexa unit and have them in different rooms.We also subscribe to the unlimited Music and it is a good value."
"It really is an upgrade from the first generation","CatB","United States ","June 29, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I like the new shape and size . I find the sound quality is a bit better as well. I have not used it to stream any music for great lengths of time to really get a feel for the sound quaility overall but will repost something when I have."
"Nice new echo dot","P. Smidt","United States ","December 17, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"Bought it as a Black Friday deal to replace my old 1st gen Dot. Improved cool globe design and much improved sound quality, so good that I decided by another new dot to replace my 'big' first gen Echo. With this model you can also manually easier adjust the volume."
"Love the Echo devices!","Gail","United States ","December 5, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"This is my 5th (and my favorite) Echo device.  The sound quality is good and responsive."
"Cleaning and dancing is easier now!","Sarahbelle","United States ","January 18, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"My husband ordered this for me after he saw how much I loved my parents. It’s made turning on my music when my hands are full so much easier. I can have Alexa call my phone when I’m home alone and can’t find it. My kids figured her out really fast and I woke up to them listening to Frozen one morning. I won’t be using her to make purchases for fear of them figuring that out too."
"She’s ok","Adrienne","United States ","November 23, 2020",1,NA,"CharcoalConfiguration: Echo Dot",4,"I have 4 echo dots, 3 3rd gen & 1 4th gen. Overall sound and using for music, great. Only issues we have are Alexa duplicating devices (hue lights) & she doesn’t always hear us, and often doesn’t have an answer for what we ask. Gotta revamp the Alexa experience."
"Okay at best","bobbychoice","United States ","December 24, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"I have two of the towers and four dots before I got this device. I like the look. The sound is pretty basdy. And I find where all my other devices seem to almost hear a whisper, I have to raise my voice a lot for this model to even hear me."
"I love my Alexa Dot","Collins Classic Cycles","United States ","April 15, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I love my Alexa Dot! This thing works exactly as advertised! Does everything it's supposed to do without issues! Sound quality is good! Wish it was a little better when it comes to music but there's only so much you can do with speakers for it's size and price point. Love it!"
"Useless device","Zach","United States ","April 22, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"This thing is so bad for absolutely no reason. Why us that you can have it play one sound for sleeping one night then say the exact same thing another nifht and all of a sudden you have to have a 40 minute argument with the thing just for it to play sounds you knownit plays???????? You cant ask it question becuase it always pulls uo some random website that usually has nothing to do with what you ask and its super limited on what you can ask it. And dont even get me started on this ""app"" they have for it. Just another app that shovel stuff for you to buy for an already lirchasef product. Its just alexa dlc."
"Eh...","Carly Jay","United States ","January 26, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"I was really excited about this but so far it will not connect to my fire TV and the sound quality is subpar. Alexa is very capable of recognizing my voice which is nice but the Alexa voice herself is very robotic. I have also not been able to easily link my smart devices to this, such as my smart plugs and home security, so I am currently contemplating if it’s worth keeping. Also, all of my mobile devices are Apple so there’s some complications there."
"Alexa dots are great!","Kimberly Haltom","United States ","June 11, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I'm not big on modern day technology and I've been eyeballing this for a while. Well I broke the ice and bought 2. I'm absolutely crazy about this product!!! I have smart light bulbs in 2 rooms that are connected to my 2 dots. It's a great convenience to just be able to say 'Alexa, turn on my kitchen light's, especially if my hands are full with bags. I still walk with the dinosaurs when it comes to technology but this, I really enjoy."
