Star;Date;Colour;Review Title;Review Text
5;28-lug-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Super consigliata;"Caffè buonissimo- meglio del bar! È facilissima da montare e da usare. Non ha bisogno di particolare manutenzione- forse solo da tenere d'occhio l'anticalcare! Le capsule Nespresso si ""incastrano"" meglio- mentre alcune compatibili hanno qualche difficoltà ma nulla di complicato"
3;27-lug-18;Stile: InissiaColore: White Utile Segnala un abuso;La macchinetta è buona ma imballaggio PESSIMO;Ho già acquistato questa macchina per il caffè e mi trovo bene. È piccola e occupa poco spazio. Quindi ne ho comprata una per la casa a mare.peccato che l'imballaggio stavolta era pietoso.come potete vedere il pacco non era protetto nemmeno da una plastica ed è arrivato tutto rotto.
5;26-lug-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima macchinetta per il caffè;Ottima macchinetta per il caffè! Devo dire che fa davvero un bel caffè. Inoltre bella esteticamente e piccola- quindi non è ingombrante. Ottimo prodotto.
5;25-lug-18;Stile: InissiaColore: White Utile Segnala un abuso;Un buon caffè;La qualità non si discute- NESPRESSO. Presa in offerta a metà prezzo nuova con la possibilità di avere 40 +20 capsule gratis.
5;23-lug-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Macchina da caffè espresso.;Ottima macchina da caffè. Pratica. Poco ingombrante- robusta e maneggevole. Fa un caffè eccezionale che si può dosare in lunghezza nella tazza. Consigliata per fare un regalo ad un amico bevitore di caffè o a se stessi.
3;20-lug-18;Stile: InissiaColore: Nero Utile Segnala un abuso;inissia nespresso;La macchinetta sembra nuova- ma a mio avviso la confezione era già stata aperta. manca parte della documentazione e lo posso dire con certezza perchè mi sono informato su cosa dovrebbe esserci dentro la scatola. ma la cosa che mi fa dubitare maggiormente- è che ci sono dei ritagli di istruzioni illeggibili (presumibilmente strappati a mano). ritengo la cosa molto strana e no ne riesco a capire il motivo. resta il fatto che prima della spedizione la confezione è stata sicuramente manipolata.ero indeciso se rimandarla subito indietro- ma ho scelto di fare delle prove di funzionamento.p.s. la macchinetta funziona perfettamente ed è un acquisto consigliato. restano le 3 stelle solo per il pacco non conforme
4;20-lug-18;Stile: InissiaColore: Nero Utile Segnala un abuso;buona;consegna rispettata- nessun danneggiamento relativo alla spedizone- acquisto non per uso personale- feedback dal destinatario positivo.quindi direi tutto positivo.
1;19-lug-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Difettoso e scadente;Molto deluso. Perde acqua a non finire e molto rumorosa già dopo pochi giorni. Ora la sto mandando in riparazione ma non credo si ottenga nulla!!! Prodotto scadente per la mia esperienza.  Tra l altro è la prima volta che faccio una recensione negativa!! Amazon perfetta seppur proponga riparazione piuttosto che sostituzione La sconsiglio.
5;19-lug-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;PERFETTA!!!;Come da descrizione.Fa un caffè veramente buono- con o senza le capsule Nespresso.CONSIGLIATA! ! ! ! ! !
5;13-lug-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ottime prodotto;Siamo molto soddisfatti-prezzo ottimo e caffè di buona qualità.Macchina piccola che sta bene ovunque
5;12-lug-18;Stile: InissiaColore: White Utile Segnala un abuso;macchina assolutamente eccellente;come si sa leggendo in giro la qualità del caffè generato da questa macchina è fenomenale il vero gusto e piacere del caffè.
2;12-lug-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Nespresso inissia;Macchina perfetta genera un caffè buonissimoUnica nota dolente che si è guastata dopo un mese di utilizzoIn attesa della riparazione
4;10-lug-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Perfetta;Veramente un ottimo caffè. Piccola ed elegante- fa il suo dovere. L'ho provata con molti tipi di cialde.L'unica pecca è che è molto rumorosa
5;10-lug-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ottimo prodotto! Ricevuto nei tempi previsti di consegna;Ottimo prodotto! Funzionale- pratico e facile da usare. Ricevuto nei tempi previsti di consegnaLo consiglio vivamente a coloro che cercano una macchina con capsule.
5;09-lug-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ottima a buon prezzo;Facilissima da utilizzare- piccola- poco ingombrate- ottimo rapporto qualitá prezzo. In commercio tantissime cialde compatibili per tutti i gusti. La consiglio per che vuole un buon caffé senza dover spendere cifre importanti.
5;09-lug-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Sono sempre io ad interrompere l’erogazione del caffè;Facilissima da usare e da pulire- ottimo il caffè che fa:davvero cremosoIl caffè decidi tu la quantità se più lungo o più corto dal pulsanteOccupa pochissimo spazio in cucina e volendo- considerate le dimensioni della macchina- lo puoi portare dove vuoi.
3;07-lug-18;Formato: Cucina Utile Segnala un abuso;Macchina caffè Nespresso piccola;Il prodotto è buono- ma- avendo già una macchina caffè Nespresso- me ne aspettavo una molto simile. È invece più piccola- con una capienza acqua minore e fa un caffè un po' troppo lungo( anche nella versione corto). Comunque resta un prodotto valido- occupa poco spazio. È l'ideale per portarsela nella casa di vacanza.
4;06-lug-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Un buon prodotto per un ottimo caffè!;"C'è poco da aggiungere- la qualità del caffè nespresso è indiscutibile. Se si è in cerca di una macchina per le capsule nespresso questa è di sicuro più che funzionale! Tra le soluzioni più economiche (50€ al momento dell'acquisto) permette di entrare nel mondo del caffe in capsule senza problemi. L'utilizzo è semplice e rapido! Piccolissimo ""difetto"" riscontrato anche in altri modelli e facilemnte risolvibile: il primo caffè è sempre un po' più lungo ma basta far fuoriuscire un po' di acqua e anche il primo caffè sarà della lunghezza desiderata e della temperatura giusta. Rispetto ad altri modelli più costosi può risultare un po' più rumorosa ma di sicuro non è eccessivo tanto da risultare fastidioso!Un ottima soluzione economica!"
5;05-lug-18;Stile: InissiaColore: Nero Utile Segnala un abuso;eccelente- prodotto- consegna- promozione- compatibilita;eccelente- prodotto- consegna- promozione- compatibilita con cialde borbonebel coloreprende le cialde decisamente bene con il metodo della palancaconsiglio: usare aqua inbottigliata- effetuare pullizia ogni tot messi e lasciare sempre cadere la cialda dopo uso e scorrere un po di aqua prima del primo caffe
5;04-lug-18;Stile: InissiaColore: White Utile Segnala un abuso;Veramente soddisfatto;Non riesco a fare altro che spendere parole molto positive sulla Macchina.Non ho trovato alcun difetto. Il caffè è caldo e cremoso.
5;03-lug-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ottima macchina caffe;Ottima macchina-caffè cremoso( io uso il borbone rosso).Unica pecca-se la si vuol trovare-il contenitore capsule usate un po piccolo.comunque la consiglio.Consegna puntualissima!
5;02-lug-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;nespresso;tutto perfetto!!! acquisto consigliatissimo! 14 capsule in regalo. In più- con il buono regalo abbiamo ricevuto anche 100 capsule a prezzo di 10 euro a posto di 40 euro.
2;01-lug-18;Stile: InissiaColore: White Utile Segnala un abuso;Se deve fare tanti caffè evitatela;Comprata a novembre 2017 per il lavoro quindi una media di cc 15/20 caffe al giorno
3;30-giu-18;Stile: Inissia & AeroccinoColore: White Utile Segnala un abuso;Modello economico e vecchio;Modello ampiamente superato. Ha solo 2 tasti di gomma e non digitali. Attenzione ad usare capsule non originali restano a volte incastrate. Il caffè tuttavia e’ buono
5;29-giu-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;"La ""grande"" piccola della Nespresso";La Nespresso Inissia è estremamente compatta- occupa pochissimo spazio: l'ideale per un uso casalingo.Il manuale non è il massimo- per l'accensione ed il primo uso mi sono affidato ai video tutorial della Nespresso online.Già il primo caffè è caldo- e il sistema di inserimento della capsula è facilissimo da utilizzare.Essendo una macchina compatta il cassetto delle capsule usate è piccolo (circa 8 9 utilizzi) quindi bisogna svuotarlo frequentemente- ma ad esempio per me che faccio un caffè al giorno- nei giorni lavorativi- più un altro o 2 nel weekend- si tratta di un'operazione che viene effettuata solo nel weekend.Come al solito ottima spedizione di Amazon!!
5;29-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo prodotto!;La macchinetta è compatta e funzionale- il caffè è ottimo (ma quello dipende anche dalle capsule- ovviamente). L'unico neo sono le istruzioni: sono completamente visuali- senza scritte- e francamente le ho trovate poco comprensibili (oltre che irritanti).
5;29-giu-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ottima- il codice sconto funziona da dio!;La macchina è perfetta- ho ricevuto anche il codice promozionale via mail ed ho acquistato una cosa come 100 capsule nespresso usufruendo dello sconto di 30€- ottimo!
5;27-giu-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Bellissima;Il più bel regalo fatto!! Funziona benissimo e in più è molto carina e compatta non occupa grande spazio.
1;26-giu-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Danneggia capsule senza forarle- un disastro;Pessimo acquisto. Non forava le capsule e dopo averne buttate alcune l'ho sostituita. Anche la seconda aveva lo stesso difetto e sono passato al modello superiore più costoso- che danneggiava più capsule originali nespresso di quante ne forasse correttamente. Quindi ho raddoppiato la spesa e finalmente con la krups U XN2501k abbiamo risolto! Bella ma ci è costata il triplo :-)
2;26-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Troppo rumorosa;Qualitativamente De Longhi una garanzia ma questo modello De Longhi per Nespresso a differenza della U che avevo è veramente troppo rumoroso.Scatola porta cialde usate molto piccola. Imballo originale perfetto e curato in ogni dettaglio. Non la consiglio- con qualche euro in più si prende modello meno rumoroso. Ho fatto il reso. Amazon perfetta sia nella consegna dell'articolo che nell'operazione di reso e rimborso con tempi super veloci.
5;26-giu-18;Stile: InissiaColore: Arancio Utile Segnala un abuso;Ottimo acquisto;"Acquisto ben riuscito- l'ho acquistata come un flash mi si era rotta l'altra Nespresso la sera prima per motivi di ""vecchiaia"" ed il giorno dopo avevo già questa- ottimo prodotto- arrivata in un lampo- praticamente non sono mai rimasta senza caffè nemmeno per un giorno.."
5;25-giu-18;Stile: InissiaColore: White Utile Segnala un abuso;Bella;Bell'acquisto. La macchina è davvero compatta e fa dei caffè molto buoni. Inoltre- con la promozione Nespresso- è possibile acquistare delle cialde ad un ottimo prezzo- almeno fin che dura l'offerta. Molto soddisfatto e consiglio l'acquisto.
5;25-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Fantastica macchina caffè;Ottima macchina caffè nespresso comprato a prezzo davvero basso. Qualità indiscutibile- da quando l’ho comprata ho abbandonato la classica Moka e da ora sono caffè in cialda. Acquisto arrivato nei tempi stabiliti. Davvero consigliato.
5;25-giu-18;Stile: Inissia & AeroccinoColore: Nero Utile Segnala un abuso;Nespresso INISSIA;Valutazione eccellente se pur abbiamo reso il prodotto in quanto ci risultasse difettoso  nella sacca contenitore delle cialde. Rimborso immediato e ritiro corriere con timing perfetto.
5;24-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima Nespresso;Ottima macchina nespresso. Anche se preferivo la essenza ormai fuori produzione. Rapporto qualità prezzo ottimo. Nessun problema con la promo nespresso per i 45 euro di capsule omaggio. Consigliata
5;23-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima macchina.;Acquistata per il luogo di lavoro. Inutile dire che con le capsule giuste fa un caffè eccezionale. Siamo tutti soddisfatti.
1;22-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Funziona male;Non funziona bene. In particolare non si riesce a dosare in maniera corretta l’acqua. Caffè cortissimo e caffe lungo se non tieni premuto il tasto ne escono poche gocce......bah
3;22-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Soddisfacente;Prezzo un po' caro- qualità mediocre. Capsule di prova ottime- imballaggio un po' approssimativo. I tempi di consegna potevano essere migliori
3;21-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Bene ma...;La macchinetta funziona ed eroga un discreto caffè in base alle capsule ovviamente. Trovo che il caffè corto in realtà lo faccia troppo lungo devo stopparla manualmente- e finito il caffè trovo sempre che perde delle gocce... insomma orami l'ho presa ma se tornassi indietro proverei un altro modello di sicuro
5;21-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;.;È la seconda che compro. A parte che si paga da sola con le capsule omaggio e fa un caffè molto buono- ovviamente dipende dal caffè usato anche
1;20-giu-18;Stile: InissiaColore: White Utile Segnala un abuso;Nespresso INISSIA XN1001;Non funziona- se si abbassa la maniglietta che fa scendere la capsula- scatta e torna immediatamente su forando la capsula ma senza fuoriuscita di caffè
5;19-giu-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Macchina Nespresso entry level di tutto rispetto;Ho ricomprato questa macchinetta Nespresso per la casa al mare. Uso la Inissia da diversi anni ormai e mi trovo benissimo- mai avuto problemi- fa un caffè eccezionale.
1;18-giu-18;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;NUOVA MA NON FUNZIONATE;L'articolo mi è arrivato già non funzionante.Non erogava caffe' e non bucava correttamente le cialde- FACENDOMI SPRECARE DIVERSE CIALDE PER LA PROVA .
5;17-giu-18;Stile: InissiaColore: Arancio Utile Segnala un abuso;Ottimo acquisto;Comprata per sostituire la precedente che oramai si bloccava continuamente- svolge egregiamente il suo lavoro- è importante- in base alla durezza dell'acqua utilizzata- ricordarsi di passare l'anticalcare
